iter	RMSE
584	51.08329879
585	51.06032034
586	51.00968911
587	50.9746597
588	50.95967856
589	50.92954515
590	50.91774714
591	50.89598278
592	50.87515057
593	50.85995232
594	50.8333701
595	50.80264164
596	50.76190482
597	50.75654443
598	50.71985519
599	50.69535241
600	50.67772044
601	50.63769086
602	50.60787515
603	50.58182409
604	50.54344195
605	50.51455081
606	50.47756671
607	50.45788334
608	50.42674948
609	50.40894412
610	50.36759605
611	50.32011042
612	50.30439154
613	50.28094444
614	50.24098501
615	50.22319508
616	50.19676108
617	50.1765402
618	50.15409773
619	50.11166541
620	50.08831364
621	50.07818746
622	50.06552605
623	50.05050306
624	50.02899274
625	50.00515555
626	49.97082761
627	49.96141073
628	49.92909424
629	49.86657485
630	49.81873933
631	49.79462328
632	49.77272218
633	49.76517769
634	49.75542321
635	49.74176594
636	49.71146587
637	49.6755703
638	49.6433185
639	49.63559826
640	49.61893162
641	49.55908621
642	49.54338729
643	49.52455019
644	49.50542159
645	49.46650458
646	49.44901166
647	49.40979196
648	49.3920548
649	49.36849578
650	49.35256921
651	49.30741939
652	49.27578103
653	49.25101859
654	49.16121712
655	49.13619032
656	49.1287097
657	49.08952998
658	49.06883108
659	49.0434516
660	48.98200598
661	48.94970486
662	48.93403894
663	48.92743157
664	48.85564945
665	48.82895132
666	48.82308078
667	48.80581733
668	48.75162406
669	48.71763711
670	48.70157612
671	48.67935962
672	48.66232978
673	48.61754415
674	48.5917621
675	48.55316972
676	48.52103191
677	48.49659078
678	48.48371984
679	48.46496478
680	48.4500256
681	48.42448477
682	48.4134937
683	48.38271646
684	48.35393447
685	48.33031436
686	48.2912874
687	48.26521652
688	48.24136337
689	48.20764977
690	48.17343688
691	48.12206174
692	48.09999847
693	48.07275134
694	48.04579158
695	48.03779103
696	47.99827552
697	47.97056894
698	47.94237052
699	47.92648208
700	47.89415989
701	47.88199346
702	47.86630719
703	47.81645949
704	47.80101982
705	47.7763391
706	47.77163614
707	47.75004818
708	47.74468194
709	47.72107139
710	47.69749121
711	47.68162333
712	47.65008243
713	47.63299623
714	47.62848107
715	47.60427769
716	47.56508496
717	47.53427792
718	47.49967247
719	47.45677723
720	47.44197838
721	47.41685245
722	47.38570764
723	47.36477026
724	47.34399154
725	47.33895429
726	47.32548413
727	47.31236565
728	47.30522595
729	47.282384
730	47.24097721
731	47.19933663
732	47.18780753
733	47.16940323
734	47.15247931
735	47.13954987
736	47.09036657
737	47.03622149
738	47.01413042
739	46.99019074
740	46.95861673
741	46.93658269
742	46.90706822
743	46.8878445
744	46.8808401
745	46.84233624
746	46.81800237
747	46.80245777
748	46.78109523
749	46.76025246
750	46.73843398
751	46.70984454
752	46.70463151
753	46.67537563
754	46.65929825
755	46.63524056
756	46.60972435
757	46.59631695
758	46.58303629
759	46.54636503
760	46.5215965
761	46.49277614
762	46.44571135
763	46.42255136
764	46.38614764
765	46.37215053
766	46.33848233
767	46.3005373
768	46.28663699
769	46.2690482
770	46.25075034
771	46.22739242
772	46.19898387
773	46.16916806
774	46.14791675
775	46.12040267
776	46.10429863
777	46.05023878
778	46.02201867
779	46.0019848
780	45.98646172
781	45.9790851
782	45.95656707
783	45.93829953
784	45.90994484
785	45.89484528
786	45.87479961
787	45.85726253
788	45.83802554
789	45.79247092
790	45.76706265
791	45.74285924
792	45.71211935
793	45.69378322
794	45.68090863
795	45.6667268
796	45.64097069
797	45.63230245
798	45.62289127
799	45.60918512
800	45.5949375
801	45.56211778
802	45.53229664
803	45.50590132
804	45.48948546
805	45.48605248
806	45.4699521
807	45.44928217
808	45.43429465
809	45.42379632
810	45.40023019
811	45.39356622
812	45.36300886
813	45.34740723
814	45.32386334
815	45.30203443
816	45.26748644
817	45.25293771
818	45.23632275
819	45.21923829
820	45.19629741
821	45.17602492
822	45.16293071
823	45.15975055
824	45.11827944
825	45.08950667
826	45.06725009
827	45.05577479
828	45.03657668
829	45.01191628
830	44.98161868
831	44.97274306
832	44.95960596
833	44.93418742
834	44.91720854
835	44.90016143
836	44.8901984
837	44.8669916
838	44.84650767
839	44.81646357
840	44.77424517
841	44.75402122
842	44.72133931
843	44.69661411
844	44.68286661
845	44.65250196
846	44.61799979
847	44.59493717
848	44.58144447
849	44.56924194
850	44.5688739
851	44.54395632
852	44.52956112
853	44.5065217
854	44.49856968
855	44.47959473
856	44.47905738
857	44.46658878
858	44.45094205
859	44.41469623
860	44.41431628
861	44.39302523
862	44.38482971
863	44.35421607
864	44.33020207
865	44.30983497
866	44.29664752
867	44.28736451
868	44.27037793
869	44.25750503
870	44.25449966
871	44.23825415
872	44.21546822
873	44.19448102
874	44.1743535
875	44.15968149
876	44.1342983
877	44.07755159
878	44.06141191
879	44.03631332
880	43.98991013
881	43.97412868
882	43.96276006
883	43.94203246
884	43.91639474
885	43.87832323
886	43.85709975
887	43.84638361
888	43.80818564
889	43.79644061
890	43.78682
891	43.76982446
892	43.75057621
893	43.72711414
894	43.70411203
895	43.68388129
896	43.66670839
897	43.6445286
898	43.63665327
899	43.62919074
900	43.59118451
901	43.56925109
902	43.50237499
903	43.48919362
904	43.47218284
905	43.44253093
906	43.41153723
907	43.39555113
908	43.37805847
909	43.37214537
910	43.37183083
911	43.35342538
912	43.34233434
913	43.31742158
914	43.29926994
915	43.27933603
916	43.2496989
917	43.23036483
918	43.20769753
919	43.1959527
920	43.18278938
921	43.16768496
922	43.14186328
923	43.12748444
924	43.12047621
925	43.10586067
926	43.09757291
927	43.08633021
928	43.05026617
929	43.03941879
930	43.01473312
931	42.98808796
932	42.97978599
933	42.93214674
934	42.90668443
935	42.8960395
936	42.86723453
937	42.85986686
938	42.84454158
939	42.82476
940	42.81030835
941	42.78711607
942	42.76319881
943	42.75382348
944	42.75217399
945	42.74715489
946	42.72963025
947	42.71196582
948	42.68936234
949	42.64865321
950	42.62893629
951	42.60882434
952	42.59205584
953	42.58021508
954	42.5344716
955	42.52211419
956	42.51178035
957	42.49592517
958	42.46597321
959	42.44588897
960	42.42683135
961	42.40659772
962	42.3924068
963	42.38379913
964	42.34651203
965	42.33461073
966	42.30422185
967	42.29378701
968	42.27715012
969	42.22754008
970	42.20908102
971	42.1727355
972	42.15832275
973	42.14619713
974	42.1250793
975	42.10900219
976	42.09481483
977	42.06681963
978	42.03973676
979	42.0217854
980	42.01695843
981	42.00451375
982	41.98097528
983	41.96943542
984	41.95983378
985	41.93324087
986	41.92360344
987	41.90435882
988	41.89523137
989	41.88438603
990	41.8747843
991	41.85554748
992	41.83402333
993	41.78307499
994	41.77442832
995	41.75649265
996	41.71257836
997	41.69979595
998	41.68576881
999	41.66456345
